Canal,Estado Reserva,Fecha,Id Reserva,Pais,Regimen Pension,Segmento,Tipo Deposito,Tipo Hab Asignada,Tipo Hab Reservada,Adr,Adultos,Antelacion Reserva,Bebes,Cancelado,fACTURACION,Niños,Noches Finde,Noches Semana,Parking,Tasa de Cancelacion,Vuelve
TA/TO,Canceled,20/12/2015,14070,PRT,BB,Online TA,No Deposit,E,E,77.4,2,147,0,1,232.2,0,0,3,0,1,0
TA/TO,Canceled,03/02/2017,12483,PRT,BB,Online TA,No Deposit,E,E,140,2,151,0,1,420,0,0,3,0,1,0
TA/TO,Canceled,06/03/2017,10550,CHE,BB,Online TA,No Deposit,E,E,140,2,132,0,1,560,0,0,4,0,1,0
TA/TO,Canceled,06/06/2017,18509,CHE,BB,Online TA,No Deposit,E,E,218,2,159,0,1,872,0,0,4,0,1,0
TA/TO,Canceled,27/07/2017,18532,ESP,BB,Online TA,No Deposit,E,E,270,2,43,0,1,1080,0,0,4,0,1,0
TA/TO,Canceled,03/10/2016,18398,FIN,BB,Online TA,No Deposit,E,E,55.8,2,180,0,1,223.2,0,0,4,0,1,0
TA/TO,Canceled,12/01/2017,6526,FRA,BB,Online TA,No Deposit,E,E,206,2,225,0,1,824,0,0,4,0,1,0
TA/TO,Canceled,25/03/2017,2563,GBR,BB,Online TA,No Deposit,E,E,115,2,87,0,1,460,0,0,4,0,1,0
TA/TO,Canceled,12/05/2016,376,GBR,BB,Online TA,No Deposit,E,E,240,2,155,0,1,960,0,0,4,0,1,0
TA/TO,Canceled,03/01/2017,10464,GBR,BB,Online TA,No Deposit,E,E,55.8,2,292,0,1,223.2,0,0,4,0,1,0
TA/TO,Canceled,26/03/2016,298,IRL,BB,Online TA,No Deposit,E,E,95,2,56,0,1,380,0,0,4,0,1,0
TA/TO,Canceled,11/01/2017,10525,IRL,BB,Online TA,No Deposit,E,E,115,2,111,0,1,460,0,0,4,0,1,0
TA/TO,Canceled,12/02/2016,14068,PRT,BB,Online TA,No Deposit,E,E,87.75,2,50,0,1,351,0,0,4,0,1,0
TA/TO,Canceled,12/02/2016,14069,PRT,BB,Online TA,No Deposit,E,E,87.75,2,50,0,1,351,0,0,4,0,1,0
TA/TO,Canceled,07/06/2017,16480,ROU,BB,Online TA,No Deposit,E,E,207.5,2,38,0,1,830,0,0,4,0,1,0
TA/TO,Canceled,12/03/2017,18404,RUS,BB,Online TA,No Deposit,E,E,105,2,26,0,1,420,0,0,4,0,1,0
TA/TO,Canceled,10/03/2016,14100,IRL,BB,Online TA,No Deposit,E,E,85,2,40,0,1,425,0,0,5,0,1,0
TA/TO,Canceled,30/11/2016,18343,PRT,BB,Online TA,No Deposit,E,E,63,2,20,0,1,63,0,1,0,0,1,0
TA/TO,Canceled,25/07/2017,705,BRA,BB,Online TA,No Deposit,E,E,230,2,48,0,1,460,0,1,1,0,1,0
TA/TO,Canceled,07/02/2017,18435,ESP,BB,Online TA,No Deposit,E,E,115,2,95,0,1,230,0,1,1,0,1,0
TA/TO,Canceled,05/05/2017,14418,GBR,BB,Online TA,No Deposit,E,E,119,2,41,0,1,238,0,1,1,0,1,0
TA/TO,Canceled,14/10/2015,6005,PRT,BB,Online TA,No Deposit,E,E,81.5,2,9,0,1,163,0,1,1,0,1,0
TA/TO,Canceled,01/02/2016,14051,PRT,BB,Online TA,No Deposit,E,E,68,2,14,0,1,136,0,1,1,0,1,0
TA/TO,Canceled,20/08/2015,98,PRT,BB,Online TA,No Deposit,E,E,114,2,37,0,1,228,0,1,1,0,1,0
TA/TO,Canceled,19/11/2016,12371,PRT,BB,Online TA,No Deposit,E,E,69,2,59,0,1,138,0,1,1,0,1,0
TA/TO,Canceled,20/06/2016,2377,PRT,BB,Online TA,No Deposit,E,E,187,2,138,0,1,374,0,1,1,0,1,0
TA/TO,Canceled,29/07/2017,12532,RUS,BB,Online TA,No Deposit,E,E,250,2,2,0,1,500,0,1,1,0,1,0
TA/TO,Canceled,08/03/2017,12523,BRA,BB,Online TA,No Deposit,E,E,213,2,153,0,1,639,0,1,2,0,1,0
TA/TO,Canceled,27/07/2017,8581,CN,BB,Online TA,No Deposit,E,E,270,2,25,0,1,810,0,1,2,0,1,0
TA/TO,Canceled,22/08/2016,393,ESP,BB,Online TA,No Deposit,E,E,229,2,12,0,1,687,0,1,2,0,1,0
TA/TO,Canceled,01/06/2017,18470,ESP,BB,Online TA,No Deposit,E,E,170,2,28,0,1,510,0,1,2,0,1,0
TA/TO,Canceled,30/08/2016,18290,ESP,BB,Online TA,No Deposit,E,E,145.67,2,31,0,1,437.01,0,1,2,0,1,0
TA/TO,Canceled,21/10/2016,12379,ESP,BB,Online TA,No Deposit,E,E,55.8,2,125,0,1,167.4,0,1,2,0,1,0
TA/TO,Canceled,05/02/2017,18446,GBR,BB,Online TA,No Deposit,E,E,115,2,128,0,1,345,0,1,2,0,1,0
TA/TO,Canceled,07/07/2016,8268,GBR,BB,Online TA,No Deposit,E,E,214,2,138,0,1,642,0,1,2,0,1,0
TA/TO,Canceled,27/03/2017,10619,MAR,BB,Online TA,No Deposit,E,E,240,2,153,0,1,720,0,1,2,0,1,0
TA/TO,Canceled,20/07/2016,16206,POL,BB,Online TA,No Deposit,E,E,249,2,42,0,1,747,0,1,2,0,1,0
TA/TO,Canceled,04/01/2016,199,PRT,BB,Online TA,No Deposit,E,E,52.8,2,3,0,1,158.4,0,1,2,0,1,0
TA/TO,Canceled,03/09/2015,13940,PRT,BB,Online TA,No Deposit,E,E,120,2,17,0,1,360,0,1,2,0,1,0
TA/TO,Canceled,11/10/2016,2477,PRT,BB,Online TA,No Deposit,E,E,54.98,2,24,0,1,164.94,0,1,2,0,1,0
TA/TO,Canceled,07/04/2016,16098,PRT,BB,Online TA,No Deposit,E,E,85,2,34,0,1,255,0,1,2,0,1,0
TA/TO,Canceled,08/03/2016,373,PRT,BB,Online TA,No Deposit,E,E,157.5,2,245,0,1,472.5,0,1,2,0,1,0
TA/TO,Canceled,23/04/2016,6279,PRT,BB,Online TA,No Deposit,E,E,99,2,246,0,1,297,0,1,2,0,1,0
TA/TO,Canceled,18/03/2016,18234,PRT,BB,Online TA,No Deposit,E,E,157.5,2,290,0,1,472.5,0,1,2,0,1,0
TA/TO,Canceled,21/07/2016,2424,TUR,BB,Online TA,No Deposit,E,E,112.33,2,60,0,1,336.99,0,1,2,0,1,0
TA/TO,Canceled,18/03/2016,2298,BEL,BB,Online TA,No Deposit,E,E,95,2,45,0,1,380,0,1,3,0,1,0
TA/TO,Canceled,03/04/2017,12480,ESP,BB,Online TA,No Deposit,E,E,170,2,70,0,1,680,0,1,3,0,1,0
TA/TO,Canceled,13/04/2016,16105,FIN,BB,Online TA,No Deposit,E,E,85,2,18,0,1,340,0,1,3,0,1,0
TA/TO,Canceled,16/03/2016,10192,FRA,BB,Online TA,No Deposit,E,E,95,2,35,0,1,380,0,1,3,0,1,0
TA/TO,Canceled,06/08/2017,18536,GBR,BB,Online TA,No Deposit,E,E,255,2,20,0,1,1020,0,1,3,0,1,0
TA/TO,Canceled,09/08/2016,18252,GBR,BB,Online TA,No Deposit,E,E,226.5,2,28,0,1,906,0,1,3,0,1,0
TA/TO,Canceled,05/10/2016,16324,GBR,BB,Online TA,No Deposit,E,E,55.8,2,89,0,1,223.2,0,1,3,0,1,0
TA/TO,Canceled,28/03/2016,8266,GBR,BB,Online TA,No Deposit,E,E,231.5,2,139,0,1,926,0,1,3,0,1,0
TA/TO,Canceled,20/01/2017,16391,IRL,BB,Online TA,No Deposit,E,E,108.75,2,90,0,1,435,0,1,3,0,1,0
TA/TO,Canceled,28/01/2017,614,IRL,BB,Online TA,No Deposit,E,E,140,2,128,0,1,560,0,1,3,0,1,0
TA/TO,Canceled,19/10/2016,14331,IRL,BB,Online TA,No Deposit,E,E,55.8,2,131,0,1,223.2,0,1,3,0,1,0
TA/TO,Canceled,29/06/2017,8584,IRL,BB,Online TA,No Deposit,E,E,198,2,197,0,1,792,0,1,3,0,1,0
TA/TO,Canceled,23/03/2017,10636,ISR,BB,Online TA,No Deposit,E,E,240,2,149,0,1,960,0,1,3,0,1,0
TA/TO,Canceled,25/01/2017,14421,NLD,BB,Online TA,No Deposit,E,E,115,2,139,0,1,460,0,1,3,0,1,0
TA/TO,Canceled,08/03/2016,232,PRT,BB,Online TA,No Deposit,E,E,77.25,2,18,0,1,309,0,1,3,0,1,0
TA/TO,Canceled,03/03/2016,6104,PRT,BB,Online TA,No Deposit,E,E,55.63,2,27,0,1,222.52,0,1,3,0,1,0
TA/TO,Canceled,27/07/2017,18531,PRT,BB,Online TA,No Deposit,E,E,270,2,34,0,1,1080,0,1,3,0,1,0
TA/TO,Canceled,11/04/2017,14481,PRT,BB,Online TA,No Deposit,E,E,229,2,103,0,1,916,0,1,3,0,1,0
TA/TO,Canceled,02/05/2016,8312,PRT,BB,Online TA,No Deposit,E,E,120,2,196,0,1,480,0,1,3,0,1,0
TA/TO,Canceled,23/08/2016,8301,PRT,BB,Online TA,No Deposit,E,E,120,2,218,0,1,480,0,1,3,0,1,0
TA/TO,Canceled,30/07/2017,4614,ROU,BB,Online TA,No Deposit,E,E,270,2,45,0,1,1080,0,1,3,0,1,0
TA/TO,Canceled,29/03/2016,8243,USA,BB,Online TA,No Deposit,E,E,207,2,114,0,1,828,0,1,3,0,1,0
TA/TO,Canceled,29/03/2016,12243,USA,BB,Online TA,No Deposit,E,E,207,2,114,0,1,828,0,1,3,0,1,0
TA/TO,Canceled,20/08/2016,12387,AUS,BB,Online TA,No Deposit,E,E,55.8,2,160,0,1,279,0,1,4,0,1,0
TA/TO,Canceled,01/08/2016,18244,ESP,BB,Online TA,No Deposit,E,E,256,2,20,0,1,1280,0,1,4,0,1,0
TA/TO,Canceled,28/03/2017,2551,ESP,BB,Online TA,No Deposit,E,E,117,2,39,0,1,585,0,1,4,0,1,0
TA/TO,Canceled,06/10/2016,2562,GBR,BB,Online TA,No Deposit,E,E,81,2,208,0,1,405,0,1,4,0,1,0
TA/TO,Canceled,12/02/2017,16502,GBR,BB,Online TA,No Deposit,E,E,172.8,2,335,0,1,864,0,1,4,0,1,0
TA/TO,Canceled,26/12/2015,10125,PRT,BB,Online TA,No Deposit,E,E,54.4,2,20,0,1,272,0,1,4,0,1,0
TA/TO,Canceled,22/06/2016,12242,PRT,BB,Online TA,No Deposit,E,E,167.2,2,28,0,1,836,0,1,4,0,1,0
TA/TO,Canceled,22/06/2016,16178,PRT,BB,Online TA,No Deposit,E,E,167.2,2,28,0,1,836,0,1,4,0,1,0
TA/TO,Canceled,25/10/2016,6376,PRT,BB,Online TA,No Deposit,E,E,55.8,2,125,0,1,279,0,1,4,0,1,0
TA/TO,Canceled,21/03/2017,10612,PRT,BB,Online TA,No Deposit,E,E,224,2,134,0,1,1120,0,1,4,0,1,0
TA/TO,Canceled,21/01/2016,6200,PRT,BB,Online TA,No Deposit,E,E,125.6,2,142,0,1,628,0,1,4,0,1,0
TA/TO,Canceled,05/05/2016,2337,PRT,BB,Online TA,No Deposit,E,E,99,2,195,0,1,495,0,1,4,0,1,0
TA/TO,Canceled,06/01/2017,12395,ESP,BB,Online TA,No Deposit,E,E,55.8,2,142,0,1,334.8,0,1,5,0,1,0
TA/TO,Canceled,08/11/2016,475,GBR,BB,Online TA,No Deposit,E,E,55.8,2,56,0,1,334.8,0,1,5,0,1,0
TA/TO,Canceled,29/03/2016,8126,PRT,BB,Online TA,No Deposit,E,E,73,2,36,0,1,438,0,1,5,0,1,0
TA/TO,Canceled,27/04/2016,12271,PRT,BB,Online TA,No Deposit,E,E,212,2,168,0,1,1272,0,1,5,0,1,0
TA/TO,Canceled,23/06/2016,2385,SWE,BB,Online TA,No Deposit,E,E,201.33,2,69,0,1,1207.98,0,1,5,0,1,0
TA/TO,Canceled,18/06/2017,4578,COL,BB,Online TA,No Deposit,E,E,200,2,110,0,1,400,0,2,0,0,1,0
TA/TO,Canceled,14/03/2016,18095,ESP,BB,Online TA,No Deposit,E,E,68,2,9,0,1,136,0,2,0,0,1,0
TA/TO,Canceled,31/01/2017,8467,PRT,BB,Online TA,No Deposit,E,E,115,2,136,0,1,230,0,2,0,0,1,0
TA/TO,Canceled,25/10/2016,8358,SWE,BB,Online TA,No Deposit,E,E,55.8,2,36,0,1,111.6,0,2,0,0,1,0
TA/TO,Canceled,30/07/2017,14531,BEL,BB,Online TA,No Deposit,E,E,229,2,140,0,1,687,0,2,1,0,1,0
TA/TO,Canceled,17/06/2016,415,CHE,BB,Online TA,No Deposit,E,E,148.4,2,88,0,1,445.2,0,2,1,0,1,0
TA/TO,Canceled,18/07/2017,16538,CHL,BB,Online TA,No Deposit,E,E,243.33,2,45,0,1,729.99,0,2,1,0,1,0
TA/TO,Canceled,01/09/2016,14298,ESP,BB,Online TA,No Deposit,E,E,65.27,2,112,0,1,195.81,0,2,1,0,1,0
TA/TO,Canceled,16/09/2016,14267,GBR,BB,Online TA,No Deposit,E,E,99,2,65,0,1,297,0,2,1,0,1,0
TA/TO,Canceled,30/09/2016,4442,GBR,BB,Online TA,No Deposit,E,E,55.8,2,108,0,1,167.4,0,2,1,0,1,0
TA/TO,Canceled,04/03/2017,12486,GBR,BB,Online TA,No Deposit,E,E,140,2,147,0,1,420,0,2,1,0,1,0
TA/TO,Canceled,18/09/2016,16245,NLD,BB,Online TA,No Deposit,E,E,129,2,19,0,1,387,0,2,1,0,1,0
TA/TO,Canceled,21/05/2017,600,PRT,BB,Online TA,No Deposit,E,E,110,2,7,0,1,330,0,2,1,0,1,0
TA/TO,Canceled,24/11/2015,10106,PRT,BB,Online TA,No Deposit,E,E,78,2,24,0,1,234,0,2,1,0,1,0
TA/TO,Canceled,15/03/2016,239,PRT,BB,Online TA,No Deposit,E,E,73.67,2,40,0,1,221.01,0,2,1,0,1,0
TA/TO,Canceled,07/06/2016,8365,PRT,BB,Online TA,No Deposit,E,E,44.64,2,159,0,1,133.92,0,2,1,0,1,0
TA/TO,Canceled,04/03/2017,14479,CN,BB,Online TA,No Deposit,E,E,213,2,145,0,1,852,0,2,2,0,1,0
TA/TO,Canceled,25/07/2016,16395,FIN,BB,Online TA,No Deposit,E,E,91.35,2,272,0,1,365.4,0,2,2,0,1,0
TA/TO,Canceled,23/05/2017,4538,GBR,BB,Online TA,No Deposit,E,E,145,2,12,0,1,580,0,2,2,0,1,0
TA/TO,Canceled,07/01/2017,18421,GBR,BB,Online TA,No Deposit,E,E,112.5,2,112,0,1,450,0,2,2,0,1,0
TA/TO,Canceled,16/05/2016,6267,GBR,BB,Online TA,No Deposit,E,E,204.5,2,140,0,1,818,0,2,2,0,1,0
TA/TO,Canceled,07/03/2017,14396,GBR,BB,Online TA,No Deposit,E,E,103.5,2,201,0,1,414,0,2,2,0,1,0
TA/TO,Canceled,07/03/2017,14397,GBR,BB,Online TA,No Deposit,E,E,103.5,2,201,0,1,414,0,2,2,0,1,0
TA/TO,Canceled,13/08/2017,18539,GIB,BB,Online TA,No Deposit,E,E,250,2,31,0,1,1000,0,2,2,0,1,0
TA/TO,Canceled,08/06/2017,12554,ITA,BB,Online TA,No Deposit,E,E,212,2,195,0,1,848,0,2,2,0,1,0
TA/TO,Canceled,30/03/2017,12473,LVA,BB,Online TA,No Deposit,E,E,170,2,67,0,1,680,0,2,2,0,1,0
TA/TO,Canceled,13/10/2016,8356,PRT,BB,Online TA,No Deposit,E,E,64.1,2,20,0,1,256.4,0,2,2,0,1,0
TA/TO,Canceled,19/08/2016,2428,PRT,BB,Online TA,No Deposit,E,E,131.75,2,36,0,1,527,0,2,2,0,1,0
TA/TO,Canceled,29/09/2016,6341,PRT,BB,Online TA,No Deposit,E,E,40.81,2,53,0,1,163.24,0,2,2,0,1,0
TA/TO,Canceled,27/02/2017,8501,PRT,BB,Online TA,No Deposit,E,E,150,2,104,0,1,600,0,2,2,0,1,0
TA/TO,Canceled,20/06/2016,8346,SWE,BB,Online TA,No Deposit,E,E,78,2,141,0,1,312,0,2,2,0,1,0
TA/TO,Canceled,20/06/2016,10407,SWE,BB,Online TA,No Deposit,E,E,78,2,141,0,1,312,0,2,2,0,1,0
TA/TO,Canceled,20/06/2016,8348,SWE,BB,Online TA,No Deposit,E,E,70.75,2,178,0,1,283,0,2,2,0,1,0
TA/TO,Canceled,20/06/2016,12338,SWE,BB,Online TA,No Deposit,E,E,70.75,2,178,0,1,283,0,2,2,0,1,0
TA/TO,Canceled,20/06/2016,14290,SWE,BB,Online TA,No Deposit,E,E,70.75,2,178,0,1,283,0,2,2,0,1,0
TA/TO,Canceled,09/04/2017,6438,CHE,BB,Online TA,No Deposit,E,E,122,2,134,0,1,610,0,2,3,0,1,0
TA/TO,Canceled,14/11/2016,8437,CHE,BB,Online TA,No Deposit,E,E,94.5,2,167,0,1,472.5,0,2,3,0,1,0
TA/TO,Canceled,08/12/2016,16445,DEU,BB,Online TA,No Deposit,E,E,107.1,2,235,0,1,535.5,0,2,3,0,1,0
TA/TO,Canceled,14/08/2016,14266,ESP,BB,Online TA,No Deposit,E,E,107,2,48,0,1,535,0,2,3,0,1,0
TA/TO,Canceled,07/09/2016,2439,ESP,BB,Online TA,No Deposit,E,E,99,2,48,0,1,495,0,2,3,0,1,0
TA/TO,Canceled,21/10/2016,18333,FRA,BB,Online TA,No Deposit,E,E,55.8,2,37,0,1,279,0,2,3,0,1,0
TA/TO,Canceled,20/03/2016,12249,FRA,BB,Online TA,No Deposit,E,E,207,2,140,0,1,1035,0,2,3,0,1,0
TA/TO,Canceled,18/04/2016,18346,FRA,BB,Online TA,No Deposit,E,E,55.8,2,252,0,1,279,0,2,3,0,1,0
TA/TO,Canceled,28/02/2017,10519,GBR,BB,Online TA,No Deposit,E,E,115,2,59,0,1,575,0,2,3,0,1,0
TA/TO,Canceled,01/04/2017,18414,GBR,BB,Online TA,No Deposit,E,E,100,2,102,0,1,500,0,2,3,0,1,0
TA/TO,Canceled,02/01/2017,14420,GBR,BB,Online TA,No Deposit,E,E,115,2,139,0,1,575,0,2,3,0,1,0
TA/TO,Canceled,26/02/2017,659,GBR,BB,Online TA,No Deposit,E,E,199,2,145,0,1,995,0,2,3,0,1,0
TA/TO,Canceled,01/10/2016,4502,GBR,BB,Online TA,No Deposit,E,E,85.14,2,210,0,1,425.7,0,2,3,0,1,0
TA/TO,Canceled,21/04/2017,641,GBR,BB,Online TA,No Deposit,E,E,115.74,2,263,0,1,578.7,0,2,3,0,1,0
TA/TO,Canceled,12/10/2016,18476,GBR,BB,Online TA,No Deposit,E,E,118.62,2,264,0,1,593.1,0,2,3,0,1,0
TA/TO,Canceled,02/09/2016,16235,IRL,BB,Online TA,No Deposit,E,E,146.2,2,22,0,1,731,0,2,3,0,1,0
TA/TO,Canceled,06/01/2017,8451,IRL,BB,Online TA,No Deposit,E,E,96,2,105,0,1,480,0,2,3,0,1,0
TA/TO,Canceled,18/04/2016,6152,PRT,BB,Online TA,No Deposit,E,E,95,2,32,0,1,475,0,2,3,0,1,0
TA/TO,Canceled,29/04/2016,295,PRT,BB,Online TA,No Deposit,E,E,95,2,46,0,1,475,0,2,3,0,1,0
TA/TO,Canceled,14/03/2016,10265,PRT,BB,Online TA,No Deposit,E,E,148,2,101,0,1,740,0,2,3,0,1,0
TA/TO,Canceled,27/02/2016,2345,PRT,BB,Online TA,No Deposit,E,E,136,2,117,0,1,680,0,2,3,0,1,0
TA/TO,Canceled,21/06/2016,10302,USA,BB,Online TA,No Deposit,E,E,207,2,114,0,1,1035,0,2,3,0,1,0
TA/TO,Canceled,12/03/2017,14522,USA,BB,Online TA,No Deposit,E,E,238,2,160,0,1,1190,0,2,3,0,1,0
TA/TO,Canceled,06/03/2017,14499,CN,BB,Online TA,No Deposit,E,E,220,2,147,0,1,1320,0,2,4,0,1,0
TA/TO,Canceled,28/03/2017,553,DEU,BB,Online TA,No Deposit,E,E,110,2,32,0,1,660,0,2,4,0,1,0
TA/TO,Canceled,17/12/2016,10583,ESP,BB,Online TA,No Deposit,E,E,140,2,198,0,1,840,0,2,4,0,1,0
TA/TO,Canceled,25/08/2016,6287,FRA,BB,Online TA,No Deposit,E,E,125.67,2,174,0,1,754.02,0,2,4,0,1,0
TA/TO,Canceled,23/02/2017,4626,FRA,BB,Online TA,No Deposit,E,E,218,2,177,0,1,1308,0,2,4,0,1,0
TA/TO,Canceled,12/09/2016,12457,FRA,BB,Online TA,No Deposit,E,E,89.7,2,253,0,1,538.2,0,2,4,0,1,0
TA/TO,Canceled,20/11/2016,8367,GBR,BB,Online TA,No Deposit,E,E,65.83,2,5,0,1,394.98,0,2,4,0,1,0
TA/TO,Canceled,21/11/2016,515,GBR,BB,Online TA,No Deposit,E,E,62,2,91,0,1,372,0,2,4,0,1,0
TA/TO,Canceled,25/08/2016,491,IRL,BB,Online TA,No Deposit,E,E,67.95,2,130,0,1,407.7,0,2,4,0,1,0
TA/TO,Canceled,04/11/2016,18518,LUX,BB,Online TA,No Deposit,E,E,207.3,2,343,0,1,1243.8,0,2,4,0,1,0
TA/TO,Canceled,20/07/2016,4307,PRT,BB,Online TA,No Deposit,E,E,195,2,110,0,1,1170,0,2,4,0,1,0
TA/TO,Canceled,09/05/2016,8281,PRT,BB,Online TA,No Deposit,E,E,175,2,200,0,1,1050,0,2,4,0,1,0
TA/TO,Canceled,09/01/2016,4283,PRT,BB,Online TA,No Deposit,E,E,99,2,250,0,1,594,0,2,4,0,1,0
TA/TO,Canceled,06/03/2017,18546,AUT,BB,Online TA,No Deposit,E,E,200.86,2,184,0,1,1406.02,0,2,5,0,1,0
TA/TO,Canceled,19/06/2017,14525,CHE,BB,Online TA,No Deposit,E,E,235.71,2,146,0,1,1649.97,0,2,5,0,1,0
TA/TO,Canceled,19/11/2016,16452,CHE,BB,Online TA,No Deposit,E,E,140,2,215,0,1,980,0,2,5,0,1,0
TA/TO,Canceled,03/03/2017,16396,DEU,BB,Online TA,No Deposit,E,E,97.14,2,105,0,1,679.98,0,2,5,0,1,0
TA/TO,Canceled,27/11/2016,2649,ESP,BB,Online TA,No Deposit,E,E,192,2,254,0,1,1344,0,2,5,0,1,0
TA/TO,Canceled,06/06/2017,8547,FRA,BB,Online TA,No Deposit,E,E,245,2,89,0,1,1715,0,2,5,0,1,0
TA/TO,Canceled,01/04/2017,16484,FRA,BB,Online TA,No Deposit,E,E,229,2,109,0,1,1603,0,2,5,0,1,0
TA/TO,Canceled,26/10/2016,12359,GBR,BB,Online TA,No Deposit,E,E,55.8,2,40,0,1,390.6,0,2,5,0,1,0
TA/TO,Canceled,23/06/2017,14475,GBR,BB,Online TA,No Deposit,E,E,240,2,70,0,1,1680,0,2,5,0,1,0
TA/TO,Canceled,26/03/2017,12436,GBR,BB,Online TA,No Deposit,E,E,105,2,76,0,1,735,0,2,5,0,1,0
TA/TO,Canceled,13/05/2017,14486,GBR,BB,Online TA,No Deposit,E,E,245,2,101,0,1,1715,0,2,5,0,1,0
TA/TO,Canceled,22/03/2017,14490,GBR,BB,Online TA,No Deposit,E,E,220,2,122,0,1,1540,0,2,5,0,1,0
TA/TO,Canceled,21/06/2016,459,GBR,BB,Online TA,No Deposit,E,E,63.03,2,131,0,1,441.21,0,2,5,0,1,0
TA/TO,Canceled,21/06/2016,4406,GBR,BB,Online TA,No Deposit,E,E,63.03,2,131,0,1,441.21,0,2,5,0,1,0
TA/TO,Canceled,21/06/2016,18322,GBR,BB,Online TA,No Deposit,E,E,63.03,2,131,0,1,441.21,0,2,5,0,1,0
TA/TO,Canceled,22/08/2016,10439,GBR,BB,Online TA,No Deposit,E,E,55.8,2,152,0,1,390.6,0,2,5,0,1,0
TA/TO,Canceled,10/09/2016,10442,GBR,BB,Online TA,No Deposit,E,E,55.8,2,172,0,1,390.6,0,2,5,0,1,0
TA/TO,Canceled,15/01/2017,10568,GBR,BB,Online TA,No Deposit,E,E,107.1,2,255,0,1,749.7,0,2,5,0,1,0
TA/TO,Canceled,20/02/2017,2579,GBR,BB,Online TA,No Deposit,E,E,81,2,266,0,1,567,0,2,5,0,1,0
TA/TO,Canceled,10/10/2016,4580,GBR,BB,Online TA,No Deposit,E,E,122.53,2,268,0,1,857.71,0,2,5,0,1,0
TA/TO,Canceled,03/11/2016,18513,GBR,BB,Online TA,No Deposit,E,E,172.8,2,273,0,1,1209.6,0,2,5,0,1,0
TA/TO,Canceled,24/10/2016,6508,GBR,BB,Online TA,No Deposit,E,E,192,2,312,0,1,1344,0,2,5,0,1,0
TA/TO,Canceled,24/10/2016,14489,GBR,BB,Online TA,No Deposit,E,E,192,2,312,0,1,1344,0,2,5,0,1,0
TA/TO,Canceled,24/10/2016,14493,GBR,BB,Online TA,No Deposit,E,E,192,2,312,0,1,1344,0,2,5,0,1,0
TA/TO,Canceled,03/03/2017,14423,GBR,BB,Online TA,No Deposit,E,E,93.29,2,350,0,1,653.03,0,2,5,0,1,0
TA/TO,Canceled,15/06/2016,18248,IRL,BB,Online TA,No Deposit,E,E,214,2,107,0,1,1498,0,2,5,0,1,0
TA/TO,Canceled,20/08/2016,638,IRL,BB,Online TA,No Deposit,E,E,109.03,2,311,0,1,763.21,0,2,5,0,1,0
TA/TO,Canceled,18/04/2016,8151,NLD,BB,Online TA,No Deposit,E,E,93.57,2,32,0,1,654.99,0,2,5,0,1,0
TA/TO,Canceled,03/08/2016,390,PRT,BB,Online TA,No Deposit,E,E,251.86,2,29,0,1,1763.02,0,2,5,0,1,0
TA/TO,Canceled,04/04/2016,12146,PRT,BB,Online TA,No Deposit,E,E,65.45,2,34,0,1,458.15,0,2,5,0,1,0
TA/TO,Canceled,03/10/2015,142,PRT,BB,Online TA,No Deposit,E,E,76,2,40,0,1,532,0,2,5,0,1,0
TA/TO,Canceled,03/10/2015,6020,PRT,BB,Online TA,No Deposit,E,E,76,2,40,0,1,532,0,2,5,0,1,0
TA/TO,Canceled,27/01/2016,14075,PRT,BB,Online TA,No Deposit,E,E,70.11,2,60,0,1,490.77,0,2,5,0,1,0
TA/TO,Canceled,28/10/2015,186,PRT,BB,Online TA,No Deposit,E,E,50.4,2,70,0,1,352.8,0,2,5,0,1,0
TA/TO,Canceled,19/10/2015,8035,PRT,BB,Online TA,No Deposit,E,E,50.4,2,87,0,1,352.8,0,2,5,0,1,0
TA/TO,Canceled,12/02/2016,18148,PRT,BB,Online TA,No Deposit,E,E,88,2,108,0,1,616,0,2,5,0,1,0
TA/TO,Canceled,12/04/2017,14521,PRT,BB,Online TA,No Deposit,E,E,238.57,2,154,0,1,1669.99,0,2,5,0,1,0
TA/TO,Canceled,09/02/2016,6207,PRT,BB,Online TA,No Deposit,E,E,136,2,155,0,1,952,0,2,5,0,1,0
TA/TO,Canceled,30/03/2016,14181,PRT,BB,Online TA,No Deposit,E,E,99,2,155,0,1,693,0,2,5,0,1,0
TA/TO,Canceled,27/07/2017,2661,PRT,BB,Online TA,No Deposit,E,E,156.96,2,177,0,1,1098.72,0,2,5,0,1,0
TA/TO,Canceled,27/07/2017,4608,PRT,BB,Online TA,No Deposit,E,E,156.96,2,177,0,1,1098.72,0,2,5,0,1,0
TA/TO,Canceled,05/06/2017,2660,PRT,BB,Online TA,No Deposit,E,E,218,2,178,0,1,1526,0,2,5,0,1,0
TA/TO,Canceled,13/01/2016,2368,PRT,BB,Online TA,No Deposit,E,E,108,2,180,0,1,756,0,2,5,0,1,0
TA/TO,Canceled,09/11/2015,18154,PRT,BB,Online TA,No Deposit,E,E,79.2,2,190,0,1,554.4,0,2,5,0,1,0
TA/TO,Canceled,15/02/2016,8228,PRT,BB,Online TA,No Deposit,E,E,108,2,191,0,1,756,0,2,5,0,1,0
TA/TO,Canceled,15/03/2016,10267,PRT,BB,Online TA,No Deposit,E,E,99,2,198,0,1,693,0,2,5,0,1,0
